filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40
00908484.wav,0.21050144731998444,0.34145447611808777,799.5904755978972,1123.735909694514,1521.4049018452727,0.0355146250241686,-188.90406799316406,178.9159393310547,-7.119309902191162,37.80244064331055,15.5867919921875,8.327749252319336,8.369548797607422,-5.635779857635498,-1.9473683834075928,-1.3882825374603271,-4.318788528442383,-0.41077518463134766,0.4024258852005005,-4.5286784172058105,-2.029022455215454,-6.696208477020264,-14.32114028930664,-9.402435302734375,-4.850067615509033,-2.110687732696533,-3.8326656818389893,-2.6436710357666016,-5.66443395614624,-7.074569225311279,-5.160012722015381,0.13714349269866943,2.3482511043548584,0.3550183176994324,-2.713564395904541,-2.00636625289917,-2.9216134548187256,-3.7038164138793945,-4.023922920227051,-3.9589242935180664,-3.2894725799560547,-3.760383367538452,-4.035079479217529,-0.26838168501853943,1.0799050331115723,2.2691898345947266
00908486.wav,0.1423736959695816,0.3129293620586395,765.8751387628869,1070.223712360007,1374.021848978505,0.038461131148334625,-239.76585388183594,188.68524169921875,-2.7361373901367188,31.938486099243164,16.05202865600586,4.972318172454834,7.56093168258667,-2.003115177154541,-4.574771881103516,-1.9271905422210693,-5.0538434982299805,-4.748456001281738,-2.920443534851074,-7.631621837615967,-3.7108054161071777,-4.922048091888428,-8.879157066345215,-3.655364513397217,-0.5977630019187927,-2.6152477264404297,-3.5348918437957764,-2.618082284927368,-2.7933623790740967,-1.392956018447876,-0.7015689611434937,3.1179299354553223,3.6937050819396973,-0.4349779486656189,-3.3582818508148193,-6.799550533294678,-5.471997261047363,-2.5007896423339844,-2.609445333480835,-4.315732955932617,-9.639554023742676,-12.732538223266602,-7.335456371307373,0.4320875406265259,3.440840721130371,1.3311407566070557
00908771.wav,0.27901285886764526,0.3711666166782379,718.2554847323089,1493.7505912176653,1172.1251354025464,0.015474090457978311,-238.3299560546875,135.3796844482422,39.035675048828125,34.19474411010742,16.94789695739746,22.7946720123291,12.033370018005371,9.522202491760254,7.869704246520996,11.79182243347168,3.3184967041015625,3.005880832672119,-4.130755424499512,-1.4128857851028442,-0.2616232633590698,7.153253555297852,5.549259662628174,2.3314952850341797,1.2329803705215454,1.9102458953857422,-6.922796249389648,-8.42738151550293,-8.312393188476562,-6.298158168792725,-4.871290683746338,-2.4094622135162354,-5.627472877502441,-4.537693977355957,-3.867706298828125,-2.0688061714172363,-10.409379005432129,-9.054177284240723,-4.295770645141602,2.1161839962005615,2.261427402496338,4.5966715812683105,2.1903717517852783,2.2796928882598877,-6.409247875213623,-5.847541809082031
00909182.wav,0.07389513403177261,0.3238045275211334,1167.8625473438562,1581.2297630903834,2350.7802855405207,0.04399637211948102,-251.0426025390625,158.93495178222656,-7.0500898361206055,31.556060791015625,8.405808448791504,13.723688125610352,0.2167138159275055,-2.9235689640045166,1.6921706199645996,0.9175330400466919,-0.024164626374840736,-0.43493419885635376,-3.2179338932037354,-3.8317179679870605,-5.227664947509766,3.885221481323242,-1.5024300813674927,0.6718754768371582,-3.9398951530456543,-1.1944658756256104,-7.672496795654297,-0.10704348981380463,-4.162553310394287,-3.0821402072906494,-3.504673719406128,-4.502349376678467,-5.378669261932373,-2.7189788818359375,-4.529737949371338,-2.092971086502075,-8.381477355957031,0.2018241584300995,-3.8414783477783203,2.030224561691284,-2.7504587173461914,0.03789909556508064,-3.716805934906006,-0.6684004068374634,-6.3575263023376465,-3.6336464881896973
00910560.wav,0.04824193939566612,0.23026710748672485,948.6397559731379,1550.107299207262,1500.8359027038148,0.0353090506390395,-367.7779541015625,142.1416473388672,32.454429626464844,38.82926940917969,15.828657150268555,2.325040340423584,-1.64551842212677,-13.321849822998047,-9.218588829040527,-15.15279483795166,-19.424053192138672,-10.257704734802246,-8.730624198913574,-0.8301052451133728,-10.569703102111816,-3.3845326900482178,-6.324717044830322,-6.3985161781311035,-10.85397720336914,-4.635316371917725,-2.7383792400360107,5.219052791595459,4.918314456939697,3.6024959087371826,-5.222884178161621,0.8849518895149231,-3.0904345512390137,2.7785801887512207,4.925502777099609,6.018972396850586,10.20321273803711,15.743500709533691,12.659747123718262,6.027795791625977,-5.946112632751465,-9.154683113098145,-7.861001968383789,-6.84277868270874,-6.708377838134766,-2.9699766635894775
00910561.wav,0.09676273912191391,0.20056085288524628,1271.041324347347,1717.3420107285392,2279.383789818939,0.0537642664359024,-252.23770141601562,130.0284881591797,-1.1318578720092773,14.995128631591797,-3.030660390853882,-13.979645729064941,-12.51550579071045,-11.958013534545898,-10.802745819091797,-12.658592224121094,-10.75713062286377,-1.5274789333343506,-8.666706085205078,5.336666107177734,-5.659854412078857,0.16740629076957703,1.4852604866027832,5.769398212432861,7.0909271240234375,13.452031135559082,-0.08057604730129242,1.8637298345565796,-4.972399711608887,-10.238340377807617,-5.2727766036987305,4.345840930938721,7.3205885887146,6.386992454528809,0.6030551195144653,6.552525520324707,-0.8957011103630066,-5.322478294372559,-4.195868492126465,-0.9908108711242676,5.453422546386719,6.865544319152832,8.605688095092773,8.009695053100586,5.867549896240234,7.52665376663208
00910563.wav,0.09447704255580902,0.24447767436504364,965.3945413710345,1195.9454751008886,1800.029228900812,0.04985491287219644,-232.06336975097656,177.28018188476562,-21.863929748535156,21.854230880737305,20.482542037963867,-18.06184196472168,-9.692011833190918,-2.346132516860962,-2.8311848640441895,-1.4565685987472534,0.17120535671710968,1.5064902305603027,-0.1725265085697174,-2.1000452041625977,-5.667494297027588,-3.8431642055511475,-5.757602691650391,-2.909641981124878,-8.575135231018066,-8.711443901062012,-5.450155258178711,-1.5688886642456055,-0.9660510420799255,-2.30073881149292,-3.625495433807373,-2.2955777645111084,-6.887529373168945,-4.23443603515625,-0.9610031843185425,-2.62245512008667,-2.2672998905181885,0.06113475561141968,-2.6082651615142822,-4.116155624389648,-4.516520977020264,-1.9430660009384155,-2.605388879776001,-2.068051338195801,-6.3584489822387695,-8.51723861694336
00911009.wav,0.1888013631105423,0.36767247319221497,1294.6599323039788,1352.5263004378428,2508.1011003158887,0.06689415303059644,-87.30645751953125,174.82481384277344,-56.35269546508789,29.85370445251465,3.9848902225494385,-15.884737014770508,-8.631299018859863,0.8410763740539551,-15.786693572998047,0.708565354347229,-9.519139289855957,-0.5585834383964539,-4.53413724899292,-9.105218887329102,-12.45439624786377,-1.7751160860061646,-8.795363426208496,-1.875815987586975,-6.667069911956787,0.6188198328018188,-8.456469535827637,0.36535483598709106,-5.358251571655273,-5.4263176918029785,-3.6158840656280518,-9.050834655761719,-4.503951072692871,4.036398410797119,-4.317795276641846,-3.5299277305603027,-3.132999897003174,-0.343156635761261,-7.673720836639404,-1.877845287322998,-8.22626781463623,-2.6036219596862793,0.021638358011841774,-3.643893241882324,-3.175950050354004,-0.17412954568862915
00911011.wav,0.2393210530281067,0.3485184609889984,1319.380451636688,1489.5503627220646,2581.690947091644,0.059467058602827264,-74.38738250732422,159.1761474609375,-48.11570358276367,29.614240646362305,3.3115248680114746,-12.079054832458496,-5.02029275894165,-1.8224172592163086,-11.613692283630371,-4.882221698760986,-11.022644996643066,-2.737555503845215,-5.43316650390625,-7.736898422241211,-12.599139213562012,-2.0917046070098877,-16.41948127746582,-3.849454641342163,-11.865469932556152,-7.3534770011901855,-11.641063690185547,-5.574673175811768,-5.643463611602783,-7.551274299621582,-4.458967685699463,-11.86456298828125,-6.154866695404053,3.386080741882324,-2.2391932010650635,2.252861499786377,-5.033045291900635,-1.5832290649414062,-9.885066986083984,0.381359338760376,-8.036005973815918,0.532021164894104,-0.4535045325756073,-4.003382682800293,-3.4918720722198486,-4.378180980682373
00911013.wav,0.23787349462509155,0.3665541112422943,1497.7819521860538,1473.118595703634,2817.044244398927,0.08623658642691415,-57.17998504638672,153.06764221191406,-59.8978385925293,32.4876823425293,-4.982887268066406,-10.962209701538086,-3.6755030155181885,2.596849203109741,-12.468098640441895,-3.652398109436035,-9.340923309326172,-2.9868905544281006,-5.986179828643799,-6.150146484375,-10.632294654846191,-1.1032601594924927,-14.302801132202148,-2.756984233856201,-8.038817405700684,-1.705119252204895,-9.063628196716309,-4.931443691253662,-6.240837097167969,-8.266090393066406,-1.769202470779419,-3.271075487136841,1.6764241456985474,8.057615280151367,-0.7438268065452576,1.616178035736084,-4.154974460601807,-2.4204678535461426,-5.929454803466797,5.034743785858154,-5.3236985206604,1.338482141494751,-0.6915690898895264,-3.8208229541778564,-3.66853666305542,-3.8465988636016846
00911050.wav,0.06266482919454575,0.27144700288772583,1180.416588403805,1274.3539655327043,1844.7776564312644,0.0929101411446249,-260.91131591796875,182.69639587402344,-26.04672622680664,5.4957990646362305,8.440650939941406,1.3793737888336182,-11.331255912780762,4.08744478225708,16.730871200561523,2.502553939819336,7.596775531768799,8.24415111541748,-9.746652603149414,-7.375868797302246,0.32559314370155334,9.028696060180664,6.435253620147705,-5.179394245147705,-2.966160297393799,1.644783854484558,7.003228664398193,10.076427459716797,-0.6769562363624573,-1.4062225818634033,-2.6367619037628174,1.9052265882492065,11.174535751342773,4.89009952545166,-2.2891266345977783,-7.1324591636657715,-5.132676601409912,-4.812368392944336,-7.926915645599365,4.846769332885742,11.504376411437988,12.43380069732666,6.366611003875732,1.5486477613449097,-6.606643199920654,-15.122692108154297
00911052.wav,0.1584499627351761,0.4447097182273865,2367.1750876971037,2504.96818275124,5174.240232862122,0.08590762066711852,-64.73719024658203,82.83426666259766,-3.984949827194214,46.85110092163086,8.779342651367188,13.605390548706055,-0.07180867344141006,16.474468231201172,0.771148681640625,4.700722694396973,-2.021099090576172,7.9910197257995605,-3.077237367630005,-2.7704789638519287,-4.983107566833496,1.8870033025741577,-5.531742572784424,1.1969980001449585,0.5039771795272827,-0.20760470628738403,-8.695106506347656,2.5678651332855225,-4.194739818572998,-1.2463469505310059,-6.378785133361816,0.6767571568489075,-5.28044319152832,0.1960100531578064,-4.794550895690918,-1.887842059135437,-5.811405658721924,0.6261739730834961,-3.071688175201416,2.5492353439331055,-2.818575382232666,0.953059196472168,-5.560524940490723,1.2193256616592407,-3.3559327125549316,1.0496783256530762
00911054.wav,0.15701258182525635,0.3884643316268921,1059.1724013644218,1164.6479294065086,2311.6335560793473,0.04372443236831913,-164.45790100097656,192.94227600097656,-60.12718963623047,51.287452697753906,3.472013235092163,-12.032625198364258,2.862531900405884,6.724658012390137,1.983515739440918,-0.40038827061653137,0.9540767073631287,3.1426124572753906,0.0027780216187238693,-4.521708965301514,-2.8766562938690186,-0.4332900047302246,-4.700104713439941,-4.756816387176514,-1.2367900609970093,-3.3479716777801514,-4.076017379760742,-3.133530616760254,-5.877246856689453,-5.113263130187988,-5.071079730987549,-6.590505599975586,-6.361034393310547,-2.648754358291626,-1.85805082321167,-4.625549793243408,-1.2434614896774292,-3.87701678276062,-7.488508224487305,-7.209338188171387,-5.378600597381592,-2.5103344917297363,-4.1530842781066895,-2.4464986324310303,-1.633721113204956,-6.223651885986328
00911121.wav,0.06646761298179626,0.2524721920490265,1365.0007093121078,1762.3977844528997,2660.893437439485,0.052760472138845854,-307.77227783203125,102.4788818359375,16.182565689086914,19.20734977722168,-1.8749845027923584,8.43316650390625,-7.29817008972168,-2.577089309692383,-10.229193687438965,-9.87909984588623,-5.651694297790527,-9.771657943725586,-16.925975799560547,-10.429445266723633,-12.757993698120117,-12.52463150024414,-15.064094543457031,-4.9588189125061035,-13.538517951965332,-6.659074306488037,-6.145757675170898,-7.654317378997803,-10.040657997131348,-4.378956317901611,-5.250018119812012,-3.6251604557037354,1.1362274885177612,-3.1575512886047363,-14.047307968139648,-13.154485702514648,-7.658990383148193,6.710597991943359,0.10141444951295853,-4.893203258514404,-6.800332069396973,-2.5608201026916504,1.3451894521713257,-1.0340135097503662,-3.044405460357666,-0.16762079298496246
00911194.wav,0.1529589295387268,0.31106245517730713,1033.6564872488016,1598.5050864295447,1891.9445885880616,0.03851748583946553,-170.4267120361328,154.64431762695312,9.957721710205078,32.922576904296875,5.396323204040527,5.4170002937316895,-7.695552825927734,-2.1586039066314697,-5.785364151000977,3.995717763900757,-1.5091886520385742,2.560360908508301,-7.825364112854004,-5.235237121582031,-0.2807023525238037,-0.20826618373394012,-13.174328804016113,-5.804826259613037,-2.0001220703125,4.524643421173096,-6.2982001304626465,-3.0977234840393066,-5.473134517669678,-3.8678557872772217,-3.978306770324707,-5.201045513153076,-8.69810962677002,-0.43428778648376465,-3.975616931915283,0.004467054735869169,-8.943821907043457,-8.130391120910645,-8.887310981750488,-5.2614216804504395,-3.3523197174072266,3.521078586578369,-4.612910270690918,-4.356874942779541,-6.8766703605651855,-3.449474811553955
00911195.wav,0.1916636973619461,0.29920753836631775,1272.4051881480084,1814.3518103885847,2495.5616820439386,0.046386341115622585,-134.18772888183594,133.92117309570312,10.035271644592285,35.67685317993164,2.6380932331085205,4.106990814208984,-6.099798679351807,-0.5150027871131897,-5.160820960998535,3.418027639389038,-5.787173271179199,2.3604331016540527,-8.723925590515137,-5.700103282928467,-5.314925670623779,-0.8422541618347168,-13.045330047607422,-8.458586692810059,-7.410315036773682,0.2122010588645935,-8.632204055786133,-3.776261568069458,-4.702906608581543,-0.9662172198295593,-6.496644973754883,-3.8984873294830322,-6.883256435394287,2.9098424911499023,-3.9604692459106445,-2.880277156829834,-12.9627046585083,-8.404431343078613,-7.402048587799072,-5.922974586486816,-3.811788558959961,2.4427218437194824,-6.320566177368164,-6.884037494659424,-4.072616100311279,-3.552795648574829
00911198.wav,0.20979173481464386,0.32222887873649597,904.5032353793847,1381.6569345124115,1570.3809766230152,0.036927073247482574,-155.06085205078125,161.8303680419922,7.541188716888428,35.54244613647461,-0.021974122151732445,3.362912178039551,-5.8813066482543945,0.8065067529678345,-0.9690673351287842,-0.5549424290657043,-5.222775936126709,0.18386077880859375,-10.062725067138672,-5.718293190002441,1.0117486715316772,3.768590211868286,-9.44954776763916,-11.942004203796387,-9.77263069152832,3.8438029289245605,-7.516970157623291,-8.979044914245605,-3.223257303237915,4.59885311126709,-2.4875965118408203,-7.5730061531066895,-7.6687140464782715,-0.8066951632499695,-3.432466745376587,-5.3896660804748535,-13.431557655334473,-7.8310465812683105,-9.60335636138916,-5.914289474487305,-1.5634068250656128,6.047430038452148,-4.900857925415039,-6.685244083404541,-8.575957298278809,-5.633910655975342
00911199.wav,0.1853368729352951,0.32389843463897705,851.7038750474244,1451.7439397291312,1349.7031734120837,0.0343827913197134,-177.3274688720703,158.7661895751953,20.47610855102539,23.476295471191406,5.241207599639893,11.791748046875,-1.2800025939941406,5.423356056213379,-4.885125160217285,-5.998160362243652,-12.298918724060059,-4.204439640045166,1.5769691467285156,-1.2232524156570435,-7.331265926361084,-7.549107074737549,-3.677424192428589,-6.596932888031006,-12.39432430267334,-9.376119613647461,1.4009569883346558,-4.830304145812988,-14.511277198791504,-6.095761299133301,-12.086498260498047,-11.008880615234375,-5.131063461303711,2.516547203063965,-1.9838473796844482,5.549563884735107,-5.2579827308654785,-8.335984230041504,-8.237889289855957,-2.6526882648468018,-1.0485445261001587,-3.0297749042510986,-6.377458572387695,-1.359019160270691,-8.600971221923828,-11.982455253601074
00911200.wav,0.21501122415065765,0.315130352973938,914.9165600009368,1514.655864212025,1626.7893638522332,0.03245767473897912,-169.7589874267578,145.53353881835938,19.758575439453125,43.43235778808594,3.280510663986206,9.286224365234375,-2.894788980484009,4.114108085632324,2.9017395973205566,3.5364019870758057,-1.5696163177490234,5.2658796310424805,-4.188481330871582,-4.877536296844482,-5.292889595031738,-3.6451380252838135,-8.296103477478027,-2.248683452606201,-6.465621471405029,-0.45303890109062195,-0.6375320553779602,0.0845460370182991,-8.12072467803955,-1.2701711654663086,-2.9100210666656494,-8.312921524047852,-8.816880226135254,3.216331720352173,-1.6100449562072754,-7.018192291259766,-13.470478057861328,-8.381144523620605,-6.935439586639404,1.3401755094528198,-1.3075799942016602,1.4996464252471924,-1.6796693801879883,-4.12464714050293,-7.676161289215088,-5.794225692749023
00911201.wav,0.18735100328922272,0.3042861819267273,1026.960237883347,1597.2111363708689,1888.8839047976376,0.03919185103601859,-171.7090301513672,149.82630920410156,15.306718826293945,23.705442428588867,6.092179298400879,10.63812255859375,0.6188713312149048,5.354155540466309,-9.230079650878906,-6.7153496742248535,-10.8355073928833,-2.176337480545044,0.88534015417099,0.6158503890037537,-6.321570873260498,-6.1925554275512695,-6.707393646240234,-9.677505493164062,-10.16073989868164,-5.914363384246826,-5.519052982330322,-5.052252292633057,-8.276410102844238,-3.249687671661377,-6.5349836349487305,-5.691867351531982,-3.3894026279449463,5.863946914672852,0.49811986088752747,2.185943365097046,-7.07199764251709,-6.636806488037109,-7.635997772216797,-5.303561687469482,-1.7397531270980835,-2.192876100540161,-3.0349228382110596,-1.9658774137496948,-4.706045627593994,-5.3258442878723145
00911808.wav,0.17931896448135376,0.3327566385269165,1546.2040563486903,2179.892866639407,3418.6837170495255,0.05604001258714175,-114.90828704833984,125.26918029785156,14.65213680267334,21.40021324157715,0.107050321996212,15.036170959472656,-9.133806228637695,12.398893356323242,-4.273704528808594,18.87131690979004,-6.58495569229126,-1.3611520528793335,-10.583029747009277,-0.06793297827243805,-6.536874294281006,0.557348906993866,3.467217445373535,8.130046844482422,-2.3232150077819824,-2.1661131381988525,-12.17330551147461,-5.335099220275879,-2.595672130584717,-0.17368468642234802,-4.724532604217529,-0.5070899128913879,-3.7616264820098877,-0.9372844099998474,1.9881583452224731,3.4773566722869873,-7.9892659187316895,-4.394434452056885,-1.438213586807251,3.9099478721618652,-1.8406368494033813,1.8404150009155273,-5.989746570587158,-10.50390338897705,-10.21105670928955,-3.3784637451171875
